Easting,Northing,Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Elevation_shifted,Elevation_log,Annual_Rainfall_log,Elevation_log_scaled,Annual_Rainfall_log_scaled,Hydrology_Category_encoded,Hydrology_scaled,Runoff_Index,Cluster
314677,205216,Peat,Lithosols: Stony mineral soils often overlying bedrock,437.9,1688,Poorly Drained,444.4,6.096725057765475,7.4318919168078,2.146149687329943,1.394225450870633,0,0.0,2.394225450870633,2
174649,389470,Peat,Lithosols: Stony mineral soils often overlying bedrock,75.0,1838,Well Drained,81.5,4.400603020246817,7.516977224604321,-0.10161753093119187,1.7351362340539696,3,1.0,1.7351362340539696,3
124056,225535,Peat,Lithosols: Stony mineral soils often overlying bedrock,48.8,1290,Well Drained,55.3,4.012772908528289,7.1631723908466425,-0.6155851535975361,0.3175485671111698,3,1.0,0.3175485671111698,3
115109,167621,Peat,Peat soils,123.5,1463,Peat,130.0,4.867534450455582,7.288927694521257,0.5171782507299517,0.8214115744319702,1,0.3333333333333333,1.4880782410986368,2
154480,225455,Fine loamy,Brown Earth: Well drained mineral soils,43.4,1136,Well Drained,49.9,3.910021002757473,7.036148493750536,-0.7517559952566564,-0.19139730572498276,3,1.0,-0.19139730572498276,3
194743,99999,Coarse loamy,Brown Earth: Well drained mineral soils,89.2,1192,Well Drained,95.7,4.5612182984589085,7.084226422097916,0.11123611351835135,0.0012362362013668966,3,1.0,0.0012362362013668966,3
168185,91791,Fine loamy,Surface-water Gley: Poorly drained mineral soil,178.4,1417,Well Drained,184.9,5.219815138393079,7.257002707092073,0.9840343875270512,0.6934979222462255,3,1.0,0.6934979222462255,3
284959,225472,Fine loamy,Luvisol: Well drained mineral soils,82.0,853,Poorly Drained,88.5,4.483002552013883,6.74993119378857,0.00758154921108333,-1.3381824137250673,0,0.0,-0.3381824137250673,0
232640,275343,Fine loamy,Luvisol: Well drained mineral soils,94.0,1021,Well Drained,100.5,4.61015772749913,6.92951677076365,0.17609255771499577,-0.6186379790805114,3,1.0,-0.6186379790805114,3
255151,186555,Fine loamy,Luvisol: Well drained mineral soils,288.2,1111,Poorly Drained,294.7,5.685957889743649,7.013915474810528,1.6017849811392377,-0.28047820694819253,0,0.0,0.7195217930518074,2
321610,307675,Fine loamy,Brown Earth: Well drained mineral soils,27.5,898,Well Drained,34.0,3.5263605246161616,6.80128303447162,-1.2601978565333665,-1.1324313072352084,3,1.0,-1.1324313072352084,3
222150,183738,Fine loamy,Luvisol: Well drained mineral soils,162.6,1015,Well Drained,169.1,5.130490255904535,6.923628628138427,0.8656575619263942,-0.6422299641816318,3,1.0,-0.6422299641816318,3
209656,272251,Peat,Peat soils,48.4,967,Peat,54.9,4.005513348515485,6.875232087276577,-0.6252058062715933,-0.8361400889241374,1,0.3333333333333333,-0.16947342225747064,0
254281,341090,Peat,Peat soils,275.8,1437,Peat,282.3,5.642970335259443,7.271008538280992,1.544816193737495,0.7496150005456517,1,0.3333333333333333,1.4162816672123184,2
236228,189387,Fine loamy,Luvisol: Well drained mineral soils,95.6,934,Well Drained,102.1,4.625952725170619,6.840546529288687,0.19702470598801974,-0.9751145023102974,3,1.0,-0.9751145023102974,3
106282,183186,Peat,Peat soils,53.0,1197,Peat,59.5,4.085976312551584,7.088408778675395,-0.5185731413785285,0.01799365876120595,1,0.3333333333333333,0.6846603254278727,0
240794,309801,Fine loamy,Surface-water Gley: Poorly drained mineral soil,63.6,996,Poorly Drained,70.1,4.249922794040544,6.904750769961838,-0.3013048561440196,-0.7178677632620049,0,0.0,0.28213223673799515,0
216481,280786,Fine loamy,Surface-water Gley: Poorly drained mineral soil,70.0,1033,Poorly Drained,76.5,4.33729074083249,6.9411900550683745,-0.18552143821672418,-0.5718667021385226,0,0.0,0.42813329786147736,0
256606,320913,Fine loamy,Brown Earth: Well drained mineral soils,106.1,1013,Poorly Drained,112.6,4.72384171570559,6.921658184151129,0.32675102230608194,-0.6501249300732201,0,0.0,0.34987506992677986,2
190252,418853,Peat,Lithosols: Stony mineral soils often overlying bedrock,124.0,1884,Poorly Drained,130.5,4.871373226762748,7.541683099882111,0.5222655471335224,1.8341251136655188,0,0.0,2.834125113665519,2
172372,114807,Fine loamy,Brown Earth: Well drained mineral soils,182.2,1295,Well Drained,188.7,5.240158452374504,7.16703787691222,1.0109941423481945,0.3330363865259117,3,1.0,0.3330363865259117,3
206618,389066,Peat,Peat soils,172.0,1977,Peat,178.5,5.184588601219693,7.589841512182657,0.9373508036105123,2.0270811301555516,1,0.3333333333333333,2.693747796822218,2
212350,217357,Peat,Peat soils,48.3,898,Peat,54.8,4.00369019395397,6.80128303447162,-0.6276219219558108,-1.1324313072352084,1,0.3333333333333333,-0.4657646405685416,0
76429,292866,Loamy,Podzols: Well drained acid mineral soil,57.7,1523,Poorly Drained,64.2,4.162003210695915,7.329093736246592,-0.4178193243920395,0.9823446085429254,0,0.0,1.9823446085429253,2
247981,144195,Fine loamy,Luvisol: Well drained mineral soils,62.0,916,Well Drained,68.5,4.22683374526818,6.821107472256465,-0.33190336602912124,-1.0530008534186324,3,1.0,-1.0530008534186324,3
163630,384374,Peat,Peat soils,110.0,2129,Peat,116.5,4.757891273005756,7.6638772587034705,0.3718748264915307,2.3237197036485595,1,0.3333333333333333,2.9903863703152265,2
169972,253837,Peat,Peat soils,66.3,1117,Peat,72.8,4.28771595520264,7.0192966537150445,-0.25121988179930976,-0.2589174702910996,1,0.3333333333333333,0.4077491963755671,0
128457,294214,Coarse loamy,Brown Earth: Well drained mineral soils,74.3,1287,Well Drained,80.8,4.39197696552705,7.160845906664299,-0.11304911580133753,0.30822705714422016,3,1.0,0.30822705714422016,3
80537,244237,Peat,Peat soils,117.5,1683,Poorly Drained,124.0,4.820281565605037,7.428927194802272,0.45455688081325124,1.3823467173148656,0,0.0,2.3823467173148654,2
114914,54818,Peat,Peat soils,290.0,2054,Poorly Drained,296.5,5.69204721843778,7.628031126930335,1.6098547975304627,2.180095226363981,0,0.0,3.180095226363981,2
122928,151111,Fine loamy,Surface-water Gley: Poorly drained mineral soil,72.9,1144,Poorly Drained,79.4,4.37449836825309,7.0431599159883405,-0.13621243607224873,-0.16330468305932663,0,0.0,0.8366953169406733,2
143567,40221,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,64.0,1222,Well Drained,70.5,4.255612709818223,7.109062135687172,-0.29376435736101697,0.10074533818262175,3,1.0,0.10074533818262175,3
284798,177008,Fine loamy,Luvisol: Well drained mineral soils,109.9,882,Well Drained,116.4,4.757032535297338,6.78332520060396,0.3707367937159585,-1.2043828505350331,3,1.0,-1.2043828505350331,3
266102,137604,Fine loamy,Brown Earth: Well drained mineral soils,201.1,1112,Well Drained,207.6,5.335613151291733,7.014814351275545,1.137494440268399,-0.27687668410470767,3,1.0,-0.27687668410470767,3
166072,277924,Fine loamy,Luvisol: Well drained mineral soils,71.8,1185,Poorly Drained,78.3,4.360547602996758,7.078341579557671,-0.1547005354655658,-0.022342526469424782,0,0.0,0.9776574735305752,2
284880,158906,Loamy,Podzols: Well drained acid mineral soil,254.6,1150,Well Drained,261.1,5.5649034757050835,7.048386408721883,1.4413589401570868,-0.1423637265389014,3,1.0,-0.1423637265389014,3
171170,182785,Fine loamy,Brown Earth: Well drained mineral soils,32.987026,969,Well Drained,39.487026,3.675972162257487,6.877296071497429,-1.0619266666533544,-0.8278703359499642,3,1.0,-0.8278703359499642,3
98232,53435,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,43.9,1556,Well Drained,50.4,3.919991175077323,7.350516171833998,-0.7385431332070842,1.0681777503970107,3,1.0,1.0681777503970107,3
84557,102136,Coarse loamy,Brown Earth: Well drained mineral soils,16.0,1337,Poorly Drained,22.5,3.1135153092103742,7.198931240688173,-1.8073164723392632,0.46082333241336537,0,0.0,1.4608233324133653,1
252889,199659,Fine loamy,Luvisol: Well drained mineral soils,116.6,844,Well Drained,123.1,4.812997033190408,6.739336627357174,0.44490313373623186,-1.3806315983510744,3,1.0,-1.3806315983510744,3
127337,300312,Coarse loamy,Brown Earth: Well drained mineral soils,27.4,1211,Poorly Drained,33.9,3.5234150143864045,7.10002716662926,-1.2641013618172119,0.0645449828294241,0,0.0,1.064544982829424,2
87928,62137,Peat,Peat soils,261.5,2641,Peat,268.0,5.5909869805108565,7.879291485082271,1.4759258202181145,3.1868185690749122,1,0.3333333333333333,3.853485235741579,2
172982,147507,Clayey,Surface-water Gley: Poorly drained mineral soil,59.7,982,Poorly Drained,66.2,4.192680462942962,6.890609120147166,-0.37716463067193523,-0.7745290252198699,0,0.0,0.22547097478013012,0
206385,428844,Peat,Lithosols: Stony mineral soils often overlying bedrock,70.0,1494,Poorly Drained,76.5,4.33729074083249,7.3098814858247865,-0.18552143821672418,0.905367002095577,0,0.0,1.905367002095577,2
246685,451611,Peat,Peat soils,85.5,1246,Well Drained,92.0,4.5217885770490405,7.1284959456800365,0.058982305567167555,0.1786106660103993,3,1.0,0.1786106660103993,3
87201,49582,Peat,Peat soils,69.0,1886,Poorly Drained,75.5,4.324132656254979,7.54274354536855,-0.20295904619197652,1.8383739941205277,0,0.0,2.838373994120528,1
145577,328416,Peat,Peat soils,227.9,1592,Peat,234.4,5.457029057702858,7.373374309910049,1.298399545071853,1.1597633126453712,1,0.3333333333333333,1.826429979312038,2
251495,165737,Fine loamy,Luvisol: Well drained mineral soils,120.9,905,Poorly Drained,127.4,4.847331743138063,6.80903930604298,0.49040483335552815,-1.1013543012931437,0,0.0,-0.10135430129314371,2
108338,106112,Fine loamy,Surface-water Gley: Poorly drained mineral soil,196.0,1477,Poorly Drained,202.5,5.310739886546594,7.298445101508147,1.1045314176388206,0.8595449108892423,0,0.0,1.8595449108892423,2
177432,348700,Fine loamy,Brown Earth: Well drained mineral soils,220.0,1983,Poorly Drained,226.5,5.422744944923089,7.592870287844818,1.2529648987970654,2.039216507106213,0,0.0,3.039216507106213,2
94516,286106,Fine loamy,Luvisol: Well drained mineral soils,21.0,1266,Well Drained,27.5,3.3141860046725258,7.144407180321139,-1.5413798233553448,0.24236211268652855,3,1.0,0.24236211268652855,3
253189,165479,Fine loamy,Luvisol: Well drained mineral soils,182.5,965,Well Drained,189.0,5.241747015059643,6.873163834212518,1.0130993677086473,-0.8444269458463206,3,1.0,-0.8444269458463206,3
263813,439627,Loamy,Brown Podzolic: Well drained acid mineral soil,30.3,1156,Poorly Drained,36.8,3.6054978451748854,7.053585727193677,-1.1553219861902422,-0.1215316489670864,0,0.0,0.8784683510329137,2
248005,217940,Fine loamy,Luvisol: Well drained mineral soils,82.2,880,Well Drained,88.7,4.485259889315534,6.78105762593618,0.010573060832871847,-1.213468328109707,3,1.0,-1.213468328109707,3
119186,149697,All,River alluvium,16.2,1145,Poorly Drained,22.7,3.122364924487357,7.044032897274685,-1.7955886162806711,-0.15980691427010235,0,0.0,0.8401930857298976,1
104673,97643,Fine loamy,Surface-water Gley: Poorly drained mineral soil,242.0,1599,Well Drained,248.5,5.5154428455366835,7.3777589082278725,1.3758117798538623,1.177331055951281,3,1.0,1.177331055951281,3
291925,108489,Fine loamy,Surface-water Gley: Poorly drained mineral soil,5.3,884,Poorly Drained,11.8,2.468099531471619,6.785587645007929,-2.6626466875353674,-1.1953179283570403,0,0.0,-0.19531792835704032,1
194742,177913,Fine loamy,Luvisol: Well drained mineral soils,91.8,974,Well Drained,98.3,4.5880240271531205,6.882437470997847,0.146760112904975,-0.8072703219670826,3,1.0,-0.8072703219670826,3
190952,410739,Peat,Peat soils,91.0,1796,Peat,97.5,4.579852378003801,7.493873886783559,0.13593072405755316,1.642568231485763,1,0.3333333333333333,2.3092348981524298,2
209252,154341,Fine loamy,Luvisol: Well drained mineral soils,88.6,913,Well Drained,95.1,4.554928969551344,6.81783057145415,0.1029012490271345,-1.0661303918531986,3,1.0,-1.0661303918531986,3
184699,139079,Fine loamy,Luvisol: Well drained mineral soils,105.2,1071,Well Drained,111.7,4.715816706075155,6.977281341630747,0.3161159658805956,-0.4272599646569215,3,1.0,-0.4272599646569215,3
204986,286240,Fine loamy,Surface-water Gley: Poorly drained mineral soil,39.6,1112,Poorly Drained,46.1,3.8308129500026027,7.014814351275545,-0.8567256026707322,-0.27687668410470767,0,0.0,0.7231233158952923,2
206598,120484,Fine loamy,Luvisol: Well drained mineral soils,41.1,930,Well Drained,47.6,3.8628327612373745,6.836259277277067,-0.814291697305218,-0.9922922087655772,3,1.0,-0.9922922087655772,3
191444,425334,Peat,Peat soils,118.5,1714,Peat,125.0,4.8283137373023015,7.44716835960004,0.46520142868963443,1.455433480922221,1,0.3333333333333333,2.1221001475888874,2
213060,230187,All,River alluvium,61.9,896,AlluvMIN,68.4,4.225372824628505,6.799055862058796,-0.3338394351619447,-1.1413549053416632,2,0.6666666666666666,-0.8080215720083298,0
202142,162841,Fine loamy,Brown Earth: Well drained mineral soils,167.2,1183,Well Drained,173.7,5.157329673247059,7.076653815443951,0.9012262068265057,-0.029104880637703882,3,1.0,-0.029104880637703882,3
142745,87109,Peat,Peat soils,311.4,1766,Poorly Drained,317.9,5.761736867916757,7.4770384723196965,1.7022102448897332,1.5751138791571913,0,0.0,2.5751138791571915,2
311906,254457,Fine loamy,Luvisol: Well drained mineral soils,59.9,796,Poorly Drained,66.4,4.1956970564823886,6.680854678790215,-0.3731669230077744,-1.6149508645600956,0,0.0,-0.6149508645600956,2
116003,312351,Coarse loamy,Brown Earth: Well drained mineral soils,16.14557,1282,Well Drained,22.64557,3.1199642478108425,7.1569563646156364,-1.7987700868445509,0.29264285276894497,3,1.0,0.29264285276894497,3
290354,162349,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,134.7,981,Well Drained,141.2,4.950177325059141,6.889591308354466,0.6266998183103757,-0.778607085514517,3,1.0,-0.778607085514517,3
103843,231378,Peat,Peat soils,103.5,1500,Peat,110.0,4.700480365792417,7.313886831633462,0.2957916483060956,0.9214151966889497,1,0.3333333333333333,1.5880818633556164,2
320510,185640,Fine loamy,Brown Earth: Well drained mineral soils,115.1,1240,Well Drained,121.6,4.800736969532067,7.123672785204607,0.4286556181828524,0.15928573838564686,3,1.0,0.15928573838564686,3
115055,49010,Peat,Peat soils,218.0,1907,Poorly Drained,224.5,5.413875707182309,7.553810852008231,1.2412110382824915,1.8827173040523297,0,0.0,2.8827173040523295,2
190335,256025,Fine loamy,Luvisol: Well drained mineral soils,105.7,1035,Well Drained,112.2,4.720282993088596,6.943122422819428,0.3220348639988263,-0.5641242960701878,3,1.0,-0.5641242960701878,3
210566,191334,All,River alluvium,59.6,945,AlluvMIN,66.1,4.191168746857641,6.852242569051878,-0.3791680159147064,-0.928252051211827,2,0.6666666666666666,-0.5949187178784936,0
231610,186937,Fine loamy,Luvisol: Well drained mineral soils,104.0,948,Well Drained,110.5,4.705015520957808,6.855408798609928,0.3018018131910514,-0.9155659385758539,3,1.0,-0.9155659385758539,3
88439,122402,Fine loamy,Surface-water Gley: Poorly drained mineral soil,55.3,1308,Poorly Drained,61.8,4.123903364463645,7.1770187659099,-0.46831072977874905,0.3730267535256103,0,0.0,1.3730267535256102,2
169907,59611,Fine loamy,Brown Earth: Well drained mineral soils,149.0,1186,Well Drained,155.5,5.0466457316192885,7.079184394609668,0.7545435212204623,-0.01896562454715478,3,1.0,-0.01896562454715478,3
296153,193632,Peat,Lithosols: Stony mineral soils often overlying bedrock,202.5,1326,Well Drained,209.0,5.342334251964811,7.190676034332207,1.1464015055793824,0.42774724751651355,3,1.0,0.42774724751651355,3
55804,102612,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,179.0,2203,Poorly Drained,185.5,5.22305488204749,7.698029170272805,0.9883278224455713,2.460555959188154,0,0.0,3.460555959188154,2
172827,94839,Fine loamy,Surface-water Gley: Poorly drained mineral soil,175.9,1305,Well Drained,182.4,5.206202077640231,7.174724309836376,0.9659938273411741,0.3638335703866905,3,1.0,0.3638335703866905,3
237321,214719,Peat,Peat soils,82.4,953,Peat,88.9,4.487512142519859,6.860663671448287,0.013557834810168045,-0.894511271662761,1,0.3333333333333333,-0.22784460499609427,0
316432,184087,Fine loamy,Brown Earth: Well drained mineral soils,160.7,1332,Well Drained,167.2,5.119190700650601,7.195187320178709,0.8506829496526926,0.4458225889699738,3,1.0,0.4458225889699738,3
321989,244866,Fine loamy,Luvisol: Well drained mineral soils,11.8,714,Poorly Drained,18.3,2.9069010598473755,6.5722825426940075,-2.081129751260634,-2.049966179271802,0,0.0,-1.0499661792718018,2
88469,260209,Peat,Peat soils,239.1,2688,Peat,245.6,5.503704196272987,7.896924656268864,1.3602552630361202,3.2574692883930285,1,0.3333333333333333,3.924135955059695,2
298313,136169,Fine loamy,Brown Earth: Well drained mineral soils,50.3,970,Well Drained,56.8,4.039536325727106,6.878326468291325,-0.5801172270583853,-0.8237418514078748,3,1.0,-0.8237418514078748,3
154510,71104,Fine loamy,Brown Earth: Well drained mineral soils,137.0,1131,Well Drained,143.5,4.966335035199676,7.0317412587631285,0.6481126473242547,-0.20905574723668674,3,1.0,-0.20905574723668674,3
279110,271400,Fine loamy,Luvisol: Well drained mineral soils,58.3,903,Well Drained,64.8,4.1713056033582285,6.806829360392176,-0.4054914300452799,-1.1102088770374046,3,1.0,-1.1102088770374046,3
106870,50698,Peat,Peat soils,163.6,1784,Poorly Drained,170.1,5.136386499401816,7.487173694213739,0.8734714942678797,1.615722610830326,0,0.0,2.6157226108303258,2
305983,192219,Peat,Peat soils,732.0,2476,Peat,738.5,6.604621101971435,7.814803429489359,2.8192333765913684,2.9284346705207023,1,0.3333333333333333,3.5951013371873692,2
248647,305794,Fine loamy,Brown Earth: Well drained mineral soils,101.2,1053,Well Drained,107.7,4.679349584162343,6.960347729101308,0.26778831057822755,-0.49510776657520306,3,1.0,-0.49510776657520306,3
218217,282339,Fine loamy,Surface-water Gley: Poorly drained mineral soil,114.0,1060,Poorly Drained,120.5,4.791649752930709,6.966967138613983,0.4166128835623816,-0.46858581890153495,0,0.0,0.531414181098465,2
257424,150661,Fine loamy,Luvisol: Well drained mineral soils,68.1,812,Well Drained,74.6,4.312140507209715,6.70073110954781,-0.21885151082847132,-1.535312090817091,3,1.0,-1.535312090817091,3
222790,224927,Peat,Peat soils,50.1,861,Peat,56.6,4.036008985209137,6.759255270663693,-0.5847917965814211,-1.3008236918460632,1,0.3333333333333333,-0.6341570251793964,0
113528,227770,Peat,Peat soils,115.3,1547,Peat,121.8,4.802380355275797,7.344719054149673,0.43083349720334896,1.0449504743707465,1,0.3333333333333333,1.7116171410374132,2
111399,328733,Coarse loamy,Brown Earth: Well drained mineral soils,48.0,1453,Poorly Drained,54.5,3.9982007016691985,7.282073658093465,-0.6348968116923172,0.7939495485302288,0,0.0,1.7939495485302288,2
134233,105131,Fine loamy,Surface-water Gley: Poorly drained mineral soil,141.4,1160,Poorly Drained,147.9,4.996536369716754,7.057036981697891,0.6881366362670194,-0.10770352861979418,0,0.0,0.8922964713802058,2
253477,309508,Fine loamy,Surface-water Gley: Poorly drained mineral soil,87.0,1003,Poorly Drained,93.5,4.537961436294641,6.911747300251674,0.08041521076719416,-0.6898348080733363,0,0.0,0.3101651919266637,0
295733,152514,Fine loamy,Brown Earth: Well drained mineral soils,34.4,1075,Poorly Drained,40.9,3.711130063048756,6.98100574072173,-1.0153340423530983,-0.41233743756175506,0,0.0,0.587662562438245,2
159288,274400,Peat,Peat soils,90.0,1210,Peat,96.5,4.56954300834494,7.099201743553092,0.12226834443655299,0.06123776523050691,1,0.3333333333333333,0.7279044318971737,0
225682,171273,Fine loamy,Luvisol: Well drained mineral soils,147.7,902,Well Drained,154.2,5.038250461129229,6.805722553416985,0.7434177806318909,-1.1146435137862944,3,1.0,-1.1146435137862944,3
78698,49674,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,40.7,2080,Well Drained,47.2,3.8543938925915096,7.640603826393634,-0.8254752158739274,2.2304701845296413,3,1.0,2.2304701845296413,3
120091,271068,Fine loamy,Luvisol: Well drained mineral soils,26.0,1269,Well Drained,32.5,3.481240089335692,7.146772179452637,-1.3199932209314882,0.25183794026507106,3,1.0,0.25183794026507106,3
94831,165930,Fine loamy,Brown Earth: Well drained mineral soils,31.1,1112,Poorly Drained,37.6,3.6270040503958487,7.014814351275545,-1.1268211224460283,-0.27687668410470767,0,0.0,0.7231233158952923,2
227114,296987,Fine loamy,Surface-water Gley: Poorly drained mineral soil,65.7,1116,Poorly Drained,72.2,4.279440045898781,7.018401799069201,-0.2621874402786107,-0.2625028789362602,0,0.0,0.7374971210637398,2
162601,210846,Fine loamy,Surface-water Gley: Poorly drained mineral soil,170.4,1320,Poorly Drained,176.9,5.17558460116574,7.186144304522325,0.9254183508112396,0.40958999335981777,0,0.0,1.4095899933598177,2
276095,297913,Fine loamy,Surface-water Gley: Poorly drained mineral soil,131.2,1065,Poorly Drained,137.7,4.925077405734609,6.97166860472579,0.5934364241732296,-0.4497484833403948,0,0.0,0.5502515166596051,2
209242,273614,Peat,Peat soils,45.3,959,Peat,51.8,3.9473901492654373,6.866933284461882,-0.7022329417045172,-0.869390851485959,1,0.3333333333333333,-0.20272418481929222,0
320458,213451,Fine loamy,Brown Podzolic: Well drained acid mineral soil,159.0,1266,Well Drained,165.5,5.1089711948171175,7.144407180321139,0.8371396610854746,0.24236211268652855,3,1.0,0.24236211268652855,3
267082,261178,Fine loamy,Luvisol: Well drained mineral soils,73.0,889,Well Drained,79.5,4.375757021660286,6.7912214627261855,-0.13454441938166523,-1.1727449453076517,3,1.0,-1.1727449453076517,3
294114,207807,Fine loamy,Luvisol: Well drained mineral soils,160.1,991,Well Drained,166.6,5.115595729732743,6.899723107284872,0.8459187536803401,-0.738012068608881,3,1.0,-0.738012068608881,3
231681,170787,All,River alluvium,117.0,892,Well Drained,123.5,4.816241156068032,6.794586580876499,0.4492023721725193,-1.159261946963552,3,1.0,-1.159261946963552,3
265570,164669,Fine loamy,Brown Earth: Well drained mineral soils,167.6,1012,Poorly Drained,174.1,5.159629846774143,6.920671504248683,0.9042744866885231,-0.654078254413286,0,0.0,0.34592174558671396,2
203689,281902,Peat,Peat soils,48.7,1056,Poorly Drained,55.2,4.01096295328305,6.963189985870238,-0.6179837770319205,-0.4837197137350903,0,0.0,0.5162802862649096,2
164323,95908,Loamy,Podzols: Well drained acid mineral soil,287.0,1339,Well Drained,293.5,5.681877639268151,7.200424892944957,1.596377673729604,0.46680793978978125,3,1.0,0.46680793978978125,3
182349,347248,Loamy,Surface-water Gley: Poorly drained mineral soil,98.8,1791,Poorly Drained,105.3,4.6568134191399295,7.491087593534876,0.2379225038484177,1.6314044073404859,0,0.0,2.6314044073404856,2
193392,223951,Peat,Peat soils,35.3,932,Peat,41.8,3.7328963395307104,6.838405200847344,-0.9864885220087478,-0.9836941499004185,1,0.3333333333333333,-0.31702748323375174,0
83818,268979,Loamy,Podzols: Well drained acid mineral soil,233.0,2497,Well Drained,239.5,5.4785534168509695,7.823245690685523,1.3269244671098832,2.9622602269035423,3,1.0,2.9622602269035423,3
196380,227158,Peat,Peat soils,36.6,917,Peat,43.1,3.763522997109702,6.822197390620491,-0.9459008783202795,-1.0486338841649674,1,0.3333333333333333,-0.38196721749830065,0
88714,40141,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.8,1498,Well Drained,7.3,1.9878743481543455,7.312553498102598,-3.2990598704117424,0.9160729373727055,3,1.0,0.9160729373727055,3
103695,36924,Peat,Peat soils,73.5,1478,Well Drained,80.0,4.382026634673881,7.2991214627108,-0.1262356831637459,0.8622548831897796,3,1.0,0.8622548831897796,3
201694,98946,All,River alluvium,7.5,1147,AlluvMIN,14.0,2.6390573296152584,7.045776576879511,-2.4360867314277574,-0.15282052384505232,2,0.6666666666666666,0.18051280948828105,1
310165,194855,Peat,Peat soils,413.0,2189,Poorly Drained,419.5,6.0390635259072605,7.691656822810547,2.0697343715692758,2.4350239135232323,0,0.0,3.4350239135232323,2
128628,227225,Fine loamy,Brown Earth: Well drained mineral soils,9.2,1253,Well Drained,15.7,2.7536607123542622,7.134093721192866,-2.284209849266952,0.2010392389753941,3,1.0,0.2010392389753941,3
195008,130502,Fine loamy,Luvisol: Well drained mineral soils,62.3,1203,Poorly Drained,68.8,4.231203744939298,7.093404625868766,-0.326112071660397,0.038010489204242826,0,0.0,1.0380104892042428,2
87241,261329,Loamy,Podzols: Well drained acid mineral soil,76.4,2595,Well Drained,82.9,4.417635062141249,7.86172707782398,-0.07904600330316643,3.116443365768429,3,1.0,3.116443365768429,3
216772,207545,Fine loamy,Luvisol: Well drained mineral soils,86.0,817,Well Drained,92.5,4.52720864451838,6.706862336602747,0.06616519082474487,-1.510746140815806,3,1.0,-1.510746140815806,3
148697,61884,Fine loamy,Brown Earth: Well drained mineral soils,148.9,1342,Well Drained,155.4,5.046002437933547,7.202661196523238,0.7536910032845242,0.47576812368111254,3,1.0,0.47576812368111254,3
229485,431905,Loamy,Brown Podzolic: Well drained acid mineral soil,37.8,1208,Poorly Drained,44.3,3.7909846770510898,7.097548850614793,-0.9095075867025755,0.054615129187849776,0,0.0,1.0546151291878498,2
292990,178710,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,107.8,912,Poorly Drained,114.3,4.738826570800765,6.816735880594968,0.3466095379719735,-1.0705164830340603,0,0.0,-0.07051648303406033,0
217296,104554,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,149.0,1307,Well Drained,155.5,5.0466457316192885,7.176254532017144,0.7545435212204623,0.36996470225422307,3,1.0,0.36996470225422307,3
245258,277850,Fine loamy,Luvisol: Well drained mineral soils,91.9,965,Well Drained,98.4,4.589040804058207,6.873163834212518,0.14810758540104774,-0.8444269458463206,3,1.0,-0.8444269458463206,3
131398,91904,Fine loamy,Brown Earth: Well drained mineral soils,165.9,1337,Well Drained,172.4,5.149817358229593,7.198931240688173,0.8912705933411615,0.46082333241336537,3,1.0,0.46082333241336537,3
96836,75148,Peat,Lithosols: Stony mineral soils often overlying bedrock,192.7,2022,Poorly Drained,199.2,5.294309345150498,7.612336837167746,1.0827570219812663,2.1172130114078382,0,0.0,3.1172130114078382,2
143660,194333,Fine loamy,Luvisol: Well drained mineral soils,40.7,1175,Well Drained,47.2,3.8543938925915096,7.069874128458572,-0.8254752158739274,-0.05626901108253517,3,1.0,-0.05626901108253517,3
141558,223818,Fine loamy,Brown Earth: Well drained mineral soils,13.1,1110,Well Drained,19.6,2.975529566236472,7.01301578963963,-1.9901805721996086,-0.28408297002858873,3,1.0,-0.28408297002858873,3
141063,237488,Fine loamy,Brown Earth: Well drained mineral soils,30.4,1158,Well Drained,36.9,3.6082115510464816,7.055312843339752,-1.1517256771020705,-0.1146116232510718,3,1.0,-0.1146116232510718,3
270761,274633,Fine loamy,Brown Earth: Well drained mineral soils,101.6,958,Well Drained,108.1,4.683056724645162,6.8658910748834385,0.27270115804229383,-0.8735666662397592,3,1.0,-0.8735666662397592,3
127395,133541,Clayey,Surface-water Gley: Poorly drained mineral soil,58.8,1208,Poorly Drained,65.3,4.178992036282385,7.097548850614793,-0.39530506870446613,0.054615129187849776,0,0.0,1.0546151291878498,2
110427,320059,Coarse loamy,Brown Earth: Well drained mineral soils,53.8,1399,Well Drained,60.3,4.09933210373314,7.24422751560335,-0.5008735248840923,0.6423116405187972,3,1.0,0.6423116405187972,3
160331,324305,Fine loamy,Luvisol: Well drained mineral soils,69.0,1442,Well Drained,75.5,4.324132656254979,7.274479558773871,-0.20295904619197652,0.7635223171590269,3,1.0,0.7635223171590269,3
110468,141403,Fine loamy,Surface-water Gley: Poorly drained mineral soil,118.5,1203,Poorly Drained,125.0,4.8283137373023015,7.093404625868766,0.46520142868963443,0.038010489204242826,0,0.0,1.0380104892042428,2
