Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Hydrology_Category_Original,Raw_Hydrology,Flood_Risk_Index,Runoff_Index,Cluster,PC1_PCA,PC2_PCA,TSNE1,TSNE2
Peat,Peat soils,0.24933155644031912,1.2194069296424428,Peat,Peat,4,0.9700753732021237,-1.2493315564403191,2,-1.8029500758710701,0.8554099245456238,-13.834977,23.735527
Peat,Peat soils,-0.4622729670584259,-0.7788973445866975,Peat,Peat,4,-0.31662437752827155,-0.5377270329415741,2,-1.2775474385004053,-0.10460355945830646,11.760312,-2.3753645
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.3721964450965594,-0.3896172911654364,Peat,Peat,4,-0.017420846068877005,-0.6278035549034406,2,-1.3432856613125959,0.13991125699781748,4.8106194,6.4848876
Fine loamy,Brown Earth: Well drained mineral soils,2.0193352129909954,0.293785469285222,Poorly Drained,Poorly Drained,6,-1.7255497437057734,-5.019335212990995,3,-5.966254647975716,-1.9879609358238137,-72.74846,-51.519688
Fine loamy,Luvisol: Well drained mineral soils,-0.4296202278472494,-1.150876062300347,Poorly Drained,Poorly Drained,6,-0.7212558344530975,-2.5703797721527506,1,-4.127484337789292,-0.39079775617212886,-31.268375,-13.157167
Fine loamy,Brown Earth: Well drained mineral soils,-0.7302506198949787,-1.1883622896668389,Well Drained,Well Drained,0,-0.45811166977186013,3.7302506198949787,0,4.568672963342929,-0.33276615560699907,88.01059,-5.693218
Coarse loamy,Brown Earth: Well drained mineral soils,-1.0365107945653245,0.17844323123447794,Well Drained,Well Drained,0,1.2149540257998024,4.0365107945653245,0,4.80734742367551,1.26306627186249,48.10042,63.87651
Peat,Peat soils,-0.530956315054349,-0.19353548647917157,Poorly Drained,Poorly Drained,6,0.33742082857517747,-2.469043684945651,1,-4.0456641814145575,0.5929152285891183,-53.544434,28.680872
Peat,Peat soils,3.030444172012946,1.1155989153967731,Peat,Peat,4,-1.9148452566161727,-4.030444172012945,3,-3.9009493935283066,-2.5321510696002876,-12.820846,-38.565002
All,River alluvium,-0.3868338799153627,-1.0211160444932599,Well Drained,Well Drained,0,-0.6342821645778971,3.3868338799153626,0,4.310623224820765,-0.5886177764285979,77.68443,-36.754993
Peat,Peat soils,-0.3643147494248961,-0.09837814008730773,Peat,Peat,4,0.2659366093375884,-0.6356852505751038,2,-1.3475881479941927,0.39332598862534784,3.1071544,13.949328
Loamy,Brown Podzolic: Well drained acid mineral soil,-0.9272930116865615,-0.3694323995065562,Poorly Drained,Poorly Drained,6,0.5578606121800054,-2.0727069883134384,1,-3.747752892812608,0.9036399978360053,-51.260742,45.739902
Peat,Peat soils,-0.19879914031996662,1.9229945817519813,Poorly Drained,Poorly Drained,6,2.121793722071948,-2.8012008596800335,1,-4.284235007725552,2.109001168807876,-90.267654,24.290312
Peat,Peat soils,0.029770034158269634,1.0492771285175952,Peat,Peat,4,1.0195070943593256,-1.0297700341582696,2,-1.6383237006070537,0.9619678202577203,-10.844873,26.767134
Fine loamy,Brown Earth: Well drained mineral soils,-0.06931413999978359,-0.46458974589842,Well Drained,Well Drained,0,-0.3952756058986364,3.0693141399997836,0,4.074298284454542,-0.4625972987074922,47.40438,-27.763466
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.22807400995757315,-1.1768280658617645,Poorly Drained,Poorly Drained,6,-0.9487540559041914,-2.7719259900424267,1,-4.27962946143151,-0.6529193814565145,-33.184326,-24.34602
Fine loamy,Luvisol: Well drained mineral soils,-0.697597880683802,-0.392500847116705,Poorly Drained,Poorly Drained,6,0.305097033567097,-2.302402119316198,1,-3.921110651552967,0.6107807085185163,-45.523796,33.135334
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.057918947271352904,0.27936768952887897,Well Drained,Well Drained,0,0.22144874225752606,2.942081052728647,0,3.9825371075327327,0.05789214369029805,36.21586,-9.321458
Peat,Peat soils,1.2412992545453734,1.6836594377966876,Peat,Peat,4,0.4423601832513142,-2.2412992545453734,2,-2.5484392982852864,0.09937703347044347,-16.86905,-6.91108
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.530956315054349,-0.9576778135653508,Poorly Drained,Poorly Drained,6,-0.4267214985110017,-2.469043684945651,1,-4.049971355299177,-0.09647752908117357,-33.3349,0.28169912
Peat,Lithosols: Stony mineral soils often overlying bedrock,2.7016648668521333,0.6484628512912598,Poorly Drained,Poorly Drained,6,-2.0532020155608732,-5.701664866852133,3,-6.478843728442024,-2.4761195393540945,-69.09536,-61.967007
Peat,Peat soils,0.770649427294621,1.412605178377439,Peat,Peat,4,0.6419557510828179,-1.7706494272946212,2,-2.1950201088700467,0.4122682390746474,-15.198231,1.067916
Coarse loamy,Brown Earth: Well drained mineral soils,-0.22469614038400318,-0.8798218028810986,Poorly Drained,Poorly Drained,6,-0.6551256624970954,-2.7753038596159967,1,-4.280502818966872,-0.3889674222381486,-40.271027,-14.082026
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.06354872989396955,0.0457996574761223,Poorly Drained,Poorly Drained,6,-0.017749072417847248,-3.0635487298939696,1,-4.492669268951515,0.10471547683125026,-66.39155,-1.5876354
All,River alluvium,0.08043807776181952,0.031381877719779294,Poorly Drained,Poorly Drained,6,-0.04905620004204023,-3.0804380777618197,1,-4.505487869533999,0.07170457862665758,-65.9734,-2.556442
Loamy,Brown Podzolic: Well drained acid mineral soil,-0.23032592300661983,0.016964097963436293,Poorly Drained,Poorly Drained,6,0.24729002097005612,-2.7696740769933803,1,-4.271202206992928,0.4267613414627921,-62.563187,18.263563
All,River alluvium,-0.7797927069740052,-0.8654040231247555,AlluvMIN,AlluvMIN,2,-0.08561131615075035,1.7797927069740052,0,1.784641508932827,0.10534714156503855,8.306919,69.24704
Fine loamy,Brown Podzolic: Well drained acid mineral soil,-0.7381323155666419,0.0515667693786595,Well Drained,Well Drained,0,0.7896990849453014,3.738132315566642,0,4.581606051280123,0.7952061102104705,44.08379,42.89595
Fine loamy,Luvisol: Well drained mineral soils,-0.043417139935746855,-0.6577879946334163,Poorly Drained,Poorly Drained,6,-0.6143708546976695,-2.956582860064253,1,-4.415965343001545,-0.40335740132372744,-49.03353,-18.145662
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5636090542655257,-0.3578981757014818,Well Drained,Well Drained,0,0.20571087856404385,3.563609054265526,0,4.447678946993535,0.21909294533074986,59.14176,14.812896
Fine loamy,Groundwater Gley: Poorly drained mineral soil,-0.5906320108540857,-0.5164937530212549,Poorly Drained,Poorly Drained,6,0.07413825783283079,-2.409367989145914,1,-4.0024793280874125,0.37222822270604594,-43.270103,20.719826
Coarse loamy,Brown Earth: Well drained mineral soils,-0.34742540155704615,-0.40691862687304803,Well Drained,Well Drained,0,-0.059493225316001874,3.347425401557046,0,4.284364773396521,-0.08117689278047557,58.048004,-6.142717
All,River alluvium,-0.7189910546497453,-0.6347195470232675,Well Drained,Well Drained,0,0.08427150762647784,3.718991054649745,0,4.563302077289685,0.1533827499859025,70.1149,16.281952
All,River alluvium,-0.4926737932205559,-0.6837399981948337,AlluvMIN,AlluvMIN,2,-0.1910662049742778,1.4926737932205558,0,1.569130815011444,-0.07081877645944024,11.972217,63.75486
Fine loamy,Luvisol: Well drained mineral soils,-0.40822705388130603,-0.7904315683917719,Well Drained,Well Drained,0,-0.38220451451046583,3.408227053881306,0,4.328057459053548,-0.3551614570107874,68.83569,-21.043093
Fine loamy,Brown Earth: Well drained mineral soils,-0.8586096636906383,-0.08684391628223333,Well Drained,Well Drained,0,0.771765747408405,3.8586096636906384,0,4.671685527076635,0.8130265146670769,49.748592,46.386948
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-0.05467670518098016,-0.363665287604019,Poorly Drained,Poorly Drained,6,-0.30898858242303884,-2.94532329481902,1,-4.405815931959326,-0.12467056821826772,-55.82267,-6.2254305
Fine loamy,Luvisol: Well drained mineral soils,-0.2854977927082629,-0.8192671279044579,Poorly Drained,Poorly Drained,6,-0.533769335196195,-2.714502207291737,1,-4.234307096410859,-0.26232374238836653,-39.89244,-8.437714
Peat,Peat soils,-0.5320822715788724,-0.6203017672669244,Poorly Drained,Poorly Drained,6,-0.08821949568805199,-2.4679177284211278,1,-4.047220541852022,0.20922944298102208,-41.55423,11.734395
Peat,Peat soils,-0.15488683586355664,1.4212558462312448,Peat,Peat,4,1.5761426820948015,-0.8451131641364433,2,-1.4969654917526876,1.516263810389538,-13.428848,35.77254
Coarse loamy,Brown Earth: Well drained mineral soils,-0.7066055328799887,-0.10702880794111354,Well Drained,Well Drained,0,0.5995767249388751,3.7066055328799887,0,4.556935754315847,0.6147847507935581,49.803467,34.131508
Coarse loamy,Brown Earth: Well drained mineral soils,-0.34855135808156956,-0.3117612804811842,Well Drained,Well Drained,0,0.036790077600385385,3.3485513580815693,0,4.285750293989684,0.006005582510759666,53.553226,3.1089525
Fine loamy,Brown Earth: Well drained mineral soils,-0.37782622771917607,-0.21083682218678315,Poorly Drained,Poorly Drained,6,0.16698940553239291,-2.622173772280824,1,-4.161246856232368,0.39594138097451503,-54.345093,18.309711
Coarse loamy,Brown Earth: Well drained mineral soils,-0.7820446200230519,1.0348593487612523,Well Drained,Well Drained,0,1.8169039687843043,3.782044620023052,0,4.620265556319695,1.7343205757909241,36.219048,71.82693
Fine loamy,Brown Earth: Well drained mineral soils,-0.544467793348629,-0.13009725555126234,Well Drained,Well Drained,0,0.4143705377973667,3.544467793348629,0,4.434527328178283,0.40193941220611584,48.318707,21.520632
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.35868496680227946,-1.078787163518632,Poorly Drained,Poorly Drained,6,-0.7201021967163524,-2.6413150331977207,1,-4.1805747998633,-0.4097753518282733,-34.05116,-15.0244055
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.7244852097891645,-0.305994168578647,Well Drained,Well Drained,0,-1.0304793783678114,2.2755147902108357,0,3.4765375681213424,-1.259679704042652,10.969424,-65.029755
Peat,Peat soils,-1.126587316527191,-0.23102171384566336,Peat,Peat,4,0.8955656026815275,0.1265873165271909,2,-0.7734575054984167,1.1764818892262316,5.4751506,40.13951
Fine loamy,Luvisol: Well drained mineral soils,-0.8586096636906383,-0.20218615433297737,Well Drained,Well Drained,0,0.6564235093576609,3.8586096636906384,0,4.671035387622353,0.708967230490429,55.577827,41.322178
Peat,Peat soils,-0.8417203158227884,2.77076003142495,Peat,Peat,4,3.6124803472477383,-0.1582796841772116,2,-0.9713739786758395,3.547232601011794,-21.999645,52.493935
Fine loamy,Brown Earth: Well drained mineral soils,0.08156403428634278,-0.06665902462335313,Poorly Drained,Poorly Drained,6,-0.1482230589096959,-3.081564034286343,1,-4.506889643613519,-0.018079378768993792,-64.571526,-4.0219507
All,River alluvium,-0.33278796673824285,-0.9749791492729624,AlluvMIN,AlluvMIN,2,-0.6421911825347195,1.332787966738243,0,1.4469091257294338,-0.522934819066587,19.358849,54.176876
Sandy,Brown Podzolic: Well drained acid mineral soil,0.9091420798109908,-0.4588226339958828,Well Drained,Well Drained,0,-1.3679647138068736,2.090857920189009,0,3.3364146242301125,-1.6162630542388385,1.7967514,-72.5487
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,1.5554411248873825,0.4754494942151438,Poorly Drained,Poorly Drained,6,-1.0799916306722386,-4.555441124887382,3,-5.6153785944626975,-1.2746384348992712,-73.94109,-41.072712
Fine loamy,Luvisol: Well drained mineral soils,-0.35981092332680287,-0.043590577013204325,Poorly Drained,Poorly Drained,6,0.3162203463135985,-2.640189076673197,1,-4.173890642717737,0.5254902895026418,-58.762863,23.49969
Coarse loamy,Brown Earth: Well drained mineral soils,-0.21456253166329314,-0.9317258100039333,Well Drained,Well Drained,0,-0.7171632783406401,3.2145625316632933,0,4.181206284760708,-0.7120074055533152,55.888184,-56.14124
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.32378031454205625,-1.1595267301541528,Poorly Drained,Poorly Drained,6,-0.8357464156120965,-2.676219685457944,1,-4.207353719326075,-0.5239573919624508,-32.07598,-19.880093
Peat,Peat soils,-0.43412405394534265,-1.0586022718597519,Peat,Peat,4,-0.6244782179144093,-0.5658759460546574,2,-1.3003529152615376,-0.3902864697241971,15.602925,-16.965525
Fine loamy,Luvisol: Well drained mineral soils,-0.34742540155704615,-1.1133898349338551,Well Drained,Well Drained,0,-0.765964433376809,3.347425401557046,0,4.280382669239042,-0.7185400083624436,62.60952,-61.20133
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.5804984021333756,-0.6923906660486395,Poorly Drained,Poorly Drained,6,-0.11189226391526397,-2.4195015978666246,1,-4.011113190645612,0.20153572172715062,-40.30302,11.646296
Coarse loamy,Brown Earth: Well drained mineral soils,1.0071002974445205,-0.18200126267409716,Poorly Drained,Poorly Drained,6,-1.1891015601186177,-4.00710029744452,1,-5.205545639726088,-1.2183297879472832,-61.90003,-43.90801
Fine loamy,Brown Earth: Well drained mineral soils,-0.751643793860922,0.09770366459895712,Well Drained,Well Drained,0,0.849347458459879,3.751643793860922,0,4.5920559735823945,0.8528326140271391,44.43259,45.461037
Fine loamy,Brown Earth: Well drained mineral soils,-0.295631401428973,0.08616944079388271,Well Drained,Well Drained,0,0.3818008422228557,3.295631401428973,0,4.248082964568102,0.3023325181816582,41.583584,14.083655
Peat,Peat soils,2.881817910775866,2.5948631183975652,Peat,Peat,4,-0.2869547923783009,-3.881817910775866,3,-3.7805228233009895,-1.0215600584286766,-16.990356,-29.801739
Peat,Peat soils,1.0149819931161839,0.9829553416384176,Peat,Peat,4,-0.03202665147776629,-2.0149819931161836,2,-2.3817086312506888,-0.26473638295703505,-11.583598,-8.023236
Peat,Peat soils,2.309831996318014,4.647954955700809,Peat,Peat,4,2.338122959382795,-3.309831996318014,2,-3.33757932497777,1.508146649430052,-24.569603,31.309843
Peat,Lithosols: Stony mineral soils often overlying bedrock,-0.5264524889562557,-0.16758348291775416,Poorly Drained,Poorly Drained,6,0.3588690060385016,-2.473547511043744,1,-4.048914522210863,0.610994304146861,-53.727016,28.997854
Peat,Peat soils,1.570078559706186,0.8733802154902107,Peat,Peat,4,-0.6966983442159752,-2.570078559706186,2,-2.800959946618554,-1.0210406647567356,-10.037089,-22.109932
Peat,Peat soils,0.5781108616011316,0.27360057762634177,Peat,Peat,4,-0.3045102839747898,-1.5781108616011315,2,-2.0562346380631187,-0.3872774325891164,-5.4910936,-6.2646008
Peat,Peat soils,1.2863375155263066,2.0469874876565313,Well Drained,Well Drained,0,0.7606499721302247,1.7136624844736934,0,3.0660717968421234,0.19768033625607428,27.441637,-4.3671813
Fine loamy,Luvisol: Well drained mineral soils,-0.585002228231469,-0.8827053588323671,Well Drained,Well Drained,0,-0.29770313060089815,3.585002228231469,0,4.460854767800769,-0.22903904660848307,77.84632,-8.467157
Peat,Peat soils,0.6445422965480081,4.062593097593283,Peat,Peat,4,3.4180508010452755,-1.644542296548008,2,-2.084977734049363,2.9523896677292196,-24.196787,49.04844
Fine loamy,Brown Earth: Well drained mineral soils,-0.8788768811320582,-1.2892867479612398,Poorly Drained,Poorly Drained,6,-0.41040986682918157,-2.121123118867942,1,-3.789451443325846,0.016423875170705093,-29.567219,7.601151
Coarse loamy,Brown Earth: Well drained mineral soils,0.8866229493205242,0.25341568596746156,Poorly Drained,Poorly Drained,6,-0.6332072633530627,-3.8866229493205244,1,-5.112231720144523,-0.6828144447118546,-71.83446,-29.573595
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-0.13461961842213674,0.20151167884462673,Poorly Drained,Poorly Drained,6,0.3361312972667635,-2.865380381577863,1,-4.34234020505337,0.47990309927786245,-65.901405,22.445076
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,-1.1006903164631545,0.8762637714414793,Poorly Drained,Poorly Drained,6,1.976954087904634,-1.8993096835368455,1,-3.6099614330258536,2.2328494071509226,-90.82449,34.30764
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.4486258612809485,0.49275082992275543,Well Drained,Well Drained,0,0.04412496864180693,2.5513741387190514,0,3.689082891970325,-0.21234552897167436,29.834343,-12.932433
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.8595999927319642,-0.5770484279978955,Poorly Drained,Poorly Drained,6,-1.4366484207298598,-3.8595999927319644,1,-5.096532991174238,-1.4000357104917,-59.546585,-46.140194
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.6086473152464589,-1.1191569468363924,Poorly Drained,Poorly Drained,6,-0.5105096315899336,-2.3913526847535413,1,-3.992289818041958,-0.15014448358892685,-31.631351,0.087362275
Peat,Peat soils,0.48578242659021853,0.8560788797825991,Peat,Peat,4,0.3702964531923806,-1.4857824265902186,2,-1.9833206792618407,0.2475743518340191,-10.4660015,0.6943976
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.1537608793390334,-0.349247507847676,Poorly Drained,Poorly Drained,6,-0.1954866285086426,-2.8462391206609667,1,-4.331008976710109,0.0056906367078822795,-56.423176,-0.041510865
Fine loamy,Luvisol: Well drained mineral soils,-0.28099396661016973,-0.5712813160953583,Well Drained,Well Drained,0,-0.29028734948518853,3.2809939666101697,0,4.233338147614754,-0.3081417576167448,57.51581,-20.191761
Fine loamy,Brown Earth: Well drained mineral soils,-0.6165290109181222,-0.7817809005379661,Well Drained,Well Drained,0,-0.16525188961984394,3.6165290109181223,0,4.485199995037903,-0.10064732927989439,75.075294,-0.904389
Fine loamy,Luvisol: Well drained mineral soils,-0.30238714057611293,-1.1335747265927354,Well Drained,Well Drained,0,-0.8311875860166225,3.302387140576113,0,4.246302673099347,-0.7900930169133882,58.663948,-64.40347
Fine loamy,Luvisol: Well drained mineral soils,0.35854933931908206,-0.41845285067812243,Well Drained,Well Drained,0,-0.7770021899972045,2.641450660680918,0,3.7518792337518883,-0.92772860632713,23.037846,-56.578716
Peat,Peat soils,-0.9723312726674949,-0.16469992696648555,Peat,Peat,4,0.8076313457010094,-0.02766872733250514,2,-0.8894179847552521,1.0536174567941976,5.731645,37.738575
Fine loamy,Brown Earth: Well drained mineral soils,-0.9610717074222616,-0.833684907660801,Well Drained,Well Drained,0,0.1273867997614606,3.9610717074222617,0,4.744749028557729,0.26059714156385316,75.49946,23.850462
Fine loamy,Brown Earth: Well drained mineral soils,-0.4870440105979392,-1.1624102861054213,Well Drained,Well Drained,0,-0.6753662755074821,3.4870440105979394,0,4.385401647350082,-0.5974030392954219,83.183556,-34.345634
Fine loamy,Luvisol: Well drained mineral soils,-0.0670622269507369,-0.9057738064425159,Well Drained,Well Drained,0,-0.838711579491779,3.067062226950737,0,4.070113189955153,-0.8632911923741718,46.1886,-60.846245
Fine loamy,Brown Earth: Well drained mineral soils,-0.4622729670584259,0.16402545147813494,Well Drained,Well Drained,0,0.6262984185365609,3.462272967058426,0,4.3741968291199695,0.569940280135011,40.586678,28.376991
Peat,Peat soils,-0.8192011853323218,-0.8135000160019207,Peat,Peat,4,0.005701169330401101,-0.18079881466767822,2,-1.0085601730852576,0.28691902831244687,18.228582,13.452592
Fine loamy,Luvisol: Well drained mineral soils,-0.4025972712586894,-1.078787163518632,Well Drained,Well Drained,0,-0.6761898922599425,3.4025972712586894,0,4.3221863327009435,-0.6219774966799109,79.780304,-38.139816
Peat,Peat soils,-0.773036967826865,-0.7039248898537139,Poorly Drained,Poorly Drained,6,0.06911207797315111,-2.226963032173135,1,-3.8659726066730755,0.4191695528901195,-37.644707,25.730371
Fine loamy,Luvisol: Well drained mineral soils,-0.5703647934126657,0.7955242048059585,Poorly Drained,Poorly Drained,6,1.3658889982186242,-2.429635206587334,1,-4.01036879157579,1.5318983949964013,-79.574165,38.43602
Peat,Peat soils,-0.9070257942451415,1.3289820557906495,Peat,Peat,4,2.236007850035791,-0.09297420575485849,2,-0.9302497003383323,2.323838367842741,-14.432808,49.510586
Fine loamy,Luvisol: Well drained mineral soils,-0.2539710100216097,-1.0586022718597519,Well Drained,Well Drained,0,-0.8046312618381422,3.2539710100216097,0,4.210211575379294,-0.7797978135551007,56.58174,-61.47427
Fine loamy,Luvisol: Well drained mineral soils,-0.45664318443580926,-0.6116510994131187,Well Drained,Well Drained,0,-0.15500791497730942,3.4566431844358094,0,4.365578863573022,-0.1365262351804497,65.213554,-5.907669
Peat,Peat soils,0.8945046449921874,0.22746368240604414,Peat,Peat,4,-0.6670409625861433,-1.8945046449921874,2,-2.2951074015345867,-0.803633148845495,-7.6456647,-15.5841255
Fine loamy,Luvisol: Well drained mineral soils,-0.17965787940306996,-0.6058839875105815,Well Drained,Well Drained,0,-0.4262261081075115,3.17965787940307,0,4.156719106874278,-0.45938046896480933,53.035122,-29.208666
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.7740272968681912,0.9339348904668513,Well Drained,Well Drained,0,0.15990759359866014,2.225972703131809,0,3.4461637233461597,-0.19971929634572227,27.646608,-9.214289
Peat,Peat soils,-0.9261670551620381,1.130016695153116,Peat,Peat,4,2.0561837503151543,-0.07383294483796188,2,-0.9169355466595108,2.167006722011537,-13.173214,49.278725
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.16038099100297593,-0.04070702106193572,Poorly Drained,Poorly Drained,6,-0.20108801206491164,-3.160380991002976,1,-4.566184250272899,-0.08801564901430281,-65.63746,-6.1213756
Fine loamy,Brown Earth: Well drained mineral soils,-0.14813109671641675,-0.5856990958517012,Poorly Drained,Poorly Drained,6,-0.43756799913528444,-2.851868903283583,1,-4.336587540308287,-0.21429872508174952,-50.47956,-8.811198
Fine loamy,Brown Earth: Well drained mineral soils,-0.1852876620256866,-0.7414111172202057,Well Drained,Well Drained,0,-0.5561234551945191,3.1852876620256865,0,4.1602009707323955,-0.5749822986448667,53.9706,-41.706825
Loamy,Podzols: Well drained acid mineral soil,1.4383416463369563,0.5014014977765612,Well Drained,Well Drained,0,-0.9369401485603951,1.5616583536630437,0,2.9427239297984533,-1.3767454608536123,-3.539908,-62.80424
Fine loamy,Brown Earth: Well drained mineral soils,-1.000480185780578,-0.5309115327775978,Well Drained,Well Drained,0,0.46956865300298023,4.000480185780578,0,4.776176088643517,0.580427567120081,64.71645,35.927914
Fine loamy,Brown Earth: Well drained mineral soils,0.8900008188940943,0.293785469285222,Well Drained,Well Drained,0,-0.5962153496088723,2.1099991811059056,0,3.3550924284067625,-0.9146056056126983,7.23712,-49.621292
Coarse loamy,Brown Earth: Well drained mineral soils,-0.7291246633704553,-0.19065193052790297,Well Drained,Well Drained,0,0.5384727328425524,3.729124663370455,0,4.57344751407909,0.5660130866755039,51.93849,32.374214
Fine loamy,Luvisol: Well drained mineral soils,0.07368233861467943,-0.5741648720466268,Well Drained,Well Drained,0,-0.6478472106613062,2.926317661385321,0,3.965837897963725,-0.7308164810539067,37.619934,-48.71079
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.7313765764195019,-0.43863774233700265,Poorly Drained,Poorly Drained,6,0.2927388340824993,-2.268623423580498,1,-3.895896041033282,0.6091639702128807,-44.502235,33.257797
Fine loamy,Luvisol: Well drained mineral soils,-0.2697344013649364,-0.9086573623937846,Poorly Drained,Poorly Drained,6,-0.6389229610288482,-2.7302655986350635,1,-4.246699132095246,-0.36163960946227947,-39.217964,-13.283582
Peat,Peat soils,-1.1659957948855075,0.5014014977765612,Peat,Peat,4,1.6673972926620686,0.16599579488550753,2,-0.7396086759454275,1.8839331483404727,-5.5948963,50.472836
Peat,Peat soils,-0.17740596635402328,0.4321961549461148,Poorly Drained,Poorly Drained,6,0.6096021213001381,-2.8225940336459767,1,-4.308772015496368,0.7386971697601877,-67.97882,27.19969
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.7166035141175013,0.7551544214881981,Poorly Drained,Poorly Drained,6,0.038550907370696774,-3.7166035141175016,1,-4.981181126468028,-0.028788115872818598,-79.040955,-17.931631
Peat,Lithosols: Stony mineral soils often overlying bedrock,-0.5151929237110224,0.33992236450551955,Well Drained,Well Drained,0,0.855115288216542,3.515192923711022,0,4.415098602326606,0.7913082832429356,38.984547,39.018116
Peat,Peat soils,-0.6750787501933354,0.6715312989014086,Peat,Peat,4,1.346610049094744,-0.3249212498066646,2,-1.108881537164003,1.4559858838626876,-5.829464,39.112213
Peat,Peat soils,1.3538949069977064,2.7909449230838304,Poorly Drained,Poorly Drained,6,1.437050016086124,-4.353894906997707,1,-5.450328202652978,1.0530599812915744,-92.721596,6.1564965
Fine loamy,Luvisol: Well drained mineral soils,-0.3744483581456061,-0.29157638882230397,Poorly Drained,Poorly Drained,6,0.08287196932330215,-2.625551641854394,1,-4.164249420480505,0.31909918451435926,-53.91034,15.122279
All,River alluvium,-0.9047738811960949,-0.8308013517095323,AlluvMIN,AlluvMIN,2,0.07397252948656263,1.9047738811960948,0,1.879092816084282,0.2845907356686196,5.6235476,70.32174
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.582839096854381,-0.003220793695443913,Poorly Drained,Poorly Drained,6,0.579618303158937,-2.417160903145619,1,-4.00546334040492,0.8260622280405409,-57.913074,36.383453
Peat,Peat soils,-1.1220834904290977,-0.42421996258065964,Peat,Peat,4,0.6978635278484381,0.12208349042909772,2,-0.7779431112578588,0.9968483248483432,7.287693,38.32643
Fine loamy,Luvisol: Well drained mineral soils,0.10971294739942605,-0.7846644564892347,Well Drained,Well Drained,0,-0.8943774038886607,2.890287052600574,0,3.937478416071503,-0.9633987817323142,33.113354,-62.49692
Coarse loamy,Brown Earth: Well drained mineral soils,-0.3384177493608595,-0.23678882574820057,Well Drained,Well Drained,0,0.10162892361265893,3.3384177493608593,0,4.2785304847445484,0.06164202461607371,51.87988,4.9433594
Coarse loamy,Brown Earth: Well drained mineral soils,-0.7640293156306787,-0.05224124486701012,Well Drained,Well Drained,0,0.7117880707636686,3.7640293156306788,0,4.600551503269007,0.7322247688980058,50.22561,39.171185
Fine loamy,Luvisol: Well drained mineral soils,-0.3339139232627663,-0.9201915861988589,Well Drained,Well Drained,0,-0.5862776629360926,3.333913923262766,0,4.271281786304407,-0.5602434975125679,63.59906,-38.92436
Clayey,Surface-water Gley: Poorly drained mineral soil,0.16826268667463928,-0.4818910816060316,Poorly Drained,Poorly Drained,6,-0.6501537682806708,-3.1682626866746393,1,-4.574615122489188,-0.4953773719084863,-54.579582,-22.587557
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.3292744696814755,-0.7298768934151313,Well Drained,Well Drained,0,-1.0591513630966067,2.6707255303185247,0,3.7722019013532044,-1.1740159616210586,21.506168,-68.7643
Peat,Peat soils,-0.7561476199590151,-0.8135000160019207,Peat,Peat,4,-0.05735239604290554,-0.24385238004098486,2,-1.056112883514533,0.2122393409644029,18.197197,11.127652
Fine loamy,Luvisol: Well drained mineral soils,-0.8282088375285084,-0.19353548647917157,Well Drained,Well Drained,0,0.6346733510493368,3.8282088375285084,0,4.648156948410166,0.6807653989751564,53.88299,38.428497
Fine loamy,Luvisol: Well drained mineral soils,0.10070529520323944,-0.7875480124405033,Well Drained,Well Drained,0,-0.8882533076437428,2.8992947047967608,0,3.944255406932185,-0.9553317370727242,33.413742,-62.45302
Fine loamy,Luvisol: Well drained mineral soils,-0.32490627106657954,-1.078787163518632,Poorly Drained,Poorly Drained,6,-0.7538808924520524,-2.6750937289334207,1,-4.206049466164697,-0.4497823271932967,-34.367126,-16.792831
All,Lake alluvium,-0.9317968377846548,-0.9173080302475903,AlluvMIN,AlluvMIN,2,0.014488807537064496,1.9317968377846548,0,1.8989849445346882,0.2385518528281526,6.0856886,69.6484
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.044543096460270284,-0.5914662077542384,Poorly Drained,Poorly Drained,6,-0.5469231112939681,-2.9554569035397296,1,-4.414742357271953,-0.34218974707665384,-50.273937,-15.507236
